
sn,antenna,azimuth,channel,drone_x,drone_y,drone_z,elevation,mac,peer_mac,peer_mac_1,peer_mac_2,rssi,time
,0,1,30,0,-4.2,-0.72,-6,20BA3608EF66,20BA36977463,,,-73,2025-06-28T11:05:58.6596386Z
,0,1,14,0,-4.2,-0.72,-6,20BA3608EF66,20BA36977463,,,-78,2025-06-28T11:05:58.7116965Z
,0,0,36,0,-4.2,-0.72,-6,20BA3608EF66,20BA36977463,,,-77,2025-06-28T11:05:58.8088281Z
,0,0,11,0,-4.2,-0.72,-6,20BA3608EF66,20BA36977463,,,-79,2025-06-28T11:05:58.8612718Z
,0,0,2,0,-4.2,-0.72,-6,20BA3608EF66,20BA36977463,,,-75,2025-06-28T11:05:58.9091328Z
,0,0,1,0,-4.2,-0.72,-7,20BA3608EF66,20BA36977463,,,-76,2025-06-28T11:05:58.9596055Z
,0,-1,30,0,-4.2,-0.72,-7,20BA3608EF66,20BA36977463,,,-77,2025-06-28T11:05:59.0123817Z
,0,-1,0,0,-4.2,-0.72,-8,20BA3608EF66,20BA36977463,,,-77,2025-06-28T11:05:59.0609423Z
,0,-1,6,0,-4.2,-0.72,-7,20BA3608EF66,20BA36977463,,,-81,2025-06-28T11:05:59.170159Z
,0,0,24,0,-4.2,-0.72,-7,20BA3608EF66,20BA36977463,,,-81,2025-06-28T11:05:59.205833Z
,0,0,32,0,-4.2,-0.72,-7,20BA3608EF66,20BA36977463,,,-78,2025-06-28T11:05:59.3153074Z
,0,-1,14,0,-4.2,-0.72,-7,20BA3608EF66,20BA36977463,,,-88,2025-06-28T11:05:59.361699Z
,0,-1,5,0,-4.2,-0.72,-8,20BA3608EF66,20BA36977463,,,-79,2025-06-28T11:05:59.4123847Z
,0,1,21,0,-4.8,-0.72,-6,20BA3608EF66,20BA36977463,,,-82,2025-06-28T11:06:11.7689269Z
,0,1,9,0,-4.8,-0.72,-6,20BA3608EF66,20BA36977463,,,-75,2025-06-28T11:06:11.8107141Z
,0,1,11,0,-4.8,-0.72,-7,20BA3608EF66,20BA36977463,,,-75,2025-06-28T11:06:11.867548Z
,0,1,14,0,-4.8,-0.72,-7,20BA3608EF66,20BA36977463,,,-77,2025-06-28T11:06:11.9128214Z
,0,1,26,0,-4.8,-0.72,-6,20BA3608EF66,20BA36977463,,,-80,2025-06-28T11:06:12.0136856Z
,0,1,34,0,-4.8,-0.72,-6,20BA3608EF66,20BA36977463,,,-83,2025-06-28T11:06:12.1786724Z
,0,1,26,0,-4.8,-0.72,-6,20BA3608EF66,20BA36977463,,,-83,2025-06-28T11:06:12.209224Z
,0,2,14,0,-4.8,-0.72,-6,20BA3608EF66,20BA36977463,,,-78,2025-06-28T11:06:12.2608735Z
,0,2,17,0,-4.8,-0.72,-7,20BA3608EF66,20BA36977463,,,-77,2025-06-28T11:06:12.3623562Z
,0,2,2,0,-4.8,-0.72,-7,20BA3608EF66,20BA36977463,,,-76,2025-06-28T11:06:12.461575Z
,0,2,23,0,-4.8,-0.72,-6,20BA3608EF66,20BA36977463,,,-81,2025-06-28T11:06:12.5135596Z
,0,2,25,0,-4.8,-0.72,-6,20BA3608EF66,20BA36977463,,,-81,2025-06-28T11:06:12.5630301Z
,0,2,28,0,-4.8,-0.72,-6,20BA3608EF66,20BA36977463,,,-83,2025-06-28T11:06:12.6183603Z
,0,2,21,0,-4.8,-0.72,-6,20BA3608EF66,20BA36977463,,,-82,2025-06-28T11:06:12.6611427Z
,0,1,10,0,-4.8,-0.72,-6,20BA3608EF66,20BA36977463,,,-75,2025-06-28T11:06:12.7125549Z
,0,1,10,0,-4.8,-0.72,-6,20BA3608EF66,20BA36977463,,,-75,2025-06-28T11:06:12.7620276Z
,0,1,33,0,-4.8,-0.72,-6,20BA3608EF66,20BA36977463,,,-82,2025-06-28T11:06:12.81073Z
,0,1,30,0,-4.8,-0.72,-6,20BA3608EF66,20BA36977463,,,-80,2025-06-28T11:06:12.8622886Z
