Drone_X,Drone_Y,Drone_Z,Anchor1_Azimuth,Anchor1_Elevation,Anchor1_RSSI,Anchor2_Azimuth,Anchor2_Elevation,Anchor2_RSSI,Intersection_X,Intersection_Y,Intersection_Z
0.0,-0.6,-0.72,0.0,-51.0,-58,65.0,-4.0,-81,0.13449095154230606,-0.9404546371238085,0.4804041010351036
0.0,-0.6,-0.72,0.0,-51.0,-58,66.0,-5.0,-80,0.11322547332110977,-0.9269154519945484,0.5149894731067148
0.0,-0.6,-0.72,0.0,-51.0,-57,66.0,-6.000000000000001,-84,0.10446816616198618,-0.9459295594417909,0.5614032864445153
0.0,-0.6,-0.72,0.0,-51.0,-58,66.0,-7.0,-81,0.09595604855216355,-0.964989005686022,0.6084122088836583
0.0,-0.6,-0.72,0.0,-51.0,-59,65.0,-9.0,-82,0.08984255982325906,-1.038518326566352,0.7168715909132705
0.0,-0.6,-0.72,0.0,-51.0,-58,64.0,-8.0,-83,0.10950954549056546,-1.0531167925359726,0.6804245443707232
0.0,-0.6,-0.72,0.0,-51.0,-58,65.0,-10.0,-81,0.08166318353391921,-1.0582749656500074,0.7660677758663614
0.0,-0.6,-0.72,0.0,-51.0,-58,66.0,-11.0,-81,0.06457671073687665,-1.0415746354550857,0.8024483764896768
0.0,-0.6,-0.72,0.0,-50.0,-58,66.0,-12.000000000000002,-82,0.05306577089468423,-1.0761647248107353,0.8514369601482097
0.0,-0.6,-0.72,0.0,-50.0,-56,67.0,-8.0,-80,0.07352248011150353,-0.9629248507946588,0.6437495680637702
0.0,-0.6,-0.72,0.0,-51.0,-57,68.0,-9.0,-81,0.06133876617463785,-0.9316533693979066,0.6784602454191974
0.0,-0.6,-0.72,0.0,-51.0,-56,68.0,-11.0,-80,0.04812003263248643,-0.9677807566366738,0.7751027232186628
0.0,-0.6,-0.72,0.0,-51.0,-57,67.0,-12.000000000000002,-82,0.04941086624497992,-1.0234183363341172,0.8384025287420882
0.0,-0.6,-0.72,0.0,-51.0,-57,68.0,-13.0,-83,0.03621290920201026,-1.0038908275315386,0.873855465592877
0.0,-0.6,-0.72,0.0,-51.0,-57,67.0,-12.000000000000002,-83,0.04941086624497992,-1.0234183363341172,0.8384025287420882
0.0,-0.6,-0.72,0.0,-51.0,-58,68.0,-8.0,-88,0.06840758602848118,-0.913601283510926,0.630936187803567
0.0,-0.6,-0.72,0.0,-51.0,-58,69.0,-4.0,-81,0.08902144058213435,-0.8078185638867368,0.43440777462082814
0.0,-0.6,-0.72,0.0,-51.0,-57,67.0,-4.0,-84,0.11055105698347822,-0.874989393507883,0.45774724137881734
0.0,-0.6,-0.72,0.0,-51.0,-58,65.0,-4.0,-83,0.13449095154230606,-0.9404546371238085,0.4804041010351036
