drone_x,drone_y,drone_z,peer_mac,avg_real_azimuth,avg_experimental_azimuth,avg_real_elevation,avg_experimental_elevation,mean_azimuth_error,mean_elevation_error
1.2,-1.8,-0.72,20BA36977463,-33.69006752597977,-31.051660516605168,-18.408480170585843,-18.535055350553506,2.6384070093746046,0.5064165194054205
1.2,-1.8,-0.72,20BA369AFC6B,45.0,43.86727272727273,-15.793169048263962,-14.034545454545455,1.3945454545454545,1.7668968317879494
1.2,-1.2,-0.72,20BA36977463,-45.0,-42.23639455782313,-22.989767773608854,-21.845238095238095,2.7636054421768708,1.1447036958263903
1.2,-1.2,-0.72,20BA369AFC6B,56.309932474020215,58.61629881154499,-18.408480170585843,-15.202037351443124,2.3581724285432144,3.2064428191427194
1.2,-0.6,-0.72,20BA36977463,-63.43494882292202,-63.77871621621622,-28.22051205340373,-30.87668918918919,0.8221568542710284,2.6561771357854624
1.2,-0.6,-0.72,20BA369AFC6B,71.56505117707799,70.05545927209705,-20.780417487663584,-22.55632582322357,1.5397443363793426,1.7759083355599863
1.8,-6.6,-0.72,20BA36977463,-15.255118703057748,-16.513711151736747,-6.008088186873485,19.62340036563071,1.2819122570023764,25.631488552504198
1.8,-6.6,-0.72,20BA369AFC6B,10.304846468766016,1.1791044776119404,-6.126175694914324,-7.335820895522388,9.125741991154076,1.5566290075053117
1.8,-6.0,-0.72,20BA36977463,-16.699244233993568,-13.095238095238095,-6.55675567408701,-2.0238095238095237,3.606870479384105,4.539278212076243
1.8,-6.0,-0.72,20BA369AFC6B,11.3099324740202,8.07843137254902,-6.711115269369334,1.6470588235294117,3.2315011014711814,8.358174092898745
1.8,-5.4,-0.72,20BA36977463,-18.434948822922024,-31.568669527896997,-7.209120586689089,11.311158798283262,13.133720704974973,18.52027938497235
1.8,-5.4,-0.72,20BA369AFC6B,12.528807709151522,5.495515695067264,-7.415829709624491,25.72421524663677,7.033292014084257,33.140044956261264
1.8,-4.8,-0.72,20BA36977463,-20.55604521958344,-20.015177065767286,-7.994861271478283,1.4013490725126476,1.6029060376946604,9.39621034399093
1.8,-4.8,-0.72,20BA369AFC6B,14.036243467926482,18.100558659217878,-8.27964251062289,-4.702048417132216,4.912483076566731,3.585642780522821
1.8,-4.2,-0.72,20BA36977463,-23.198590513648185,-19.92294520547945,-8.95434473505222,-7.739726027397261,3.2756453081687327,1.2838128864359428
1.8,-4.2,-0.72,20BA369AFC6B,15.945395900922849,24.82013201320132,-9.36005201533333,-6.762376237623762,8.909417838708524,2.6251322919031876
1.8,-3.6,-0.72,20BA36977463,-26.565051177077976,-20.179591836734694,-10.14210615657398,-11.30408163265306,6.3854593403432816,1.8800853420064865
1.8,-3.6,-0.72,20BA369AFC6B,18.434948822921996,-7.265139116202946,-10.743403801775964,-10.284779050736498,25.70008793912494,1.017084562386978
1.8,-3.0,-0.72,20BA36977463,-30.963756532073493,-26.427289048473966,-11.62901399521606,-15.305206463195692,4.536467483599522,3.6852267802987138
1.8,-3.0,-0.72,20BA369AFC6B,21.801409486351815,-3.138211382113821,-12.562228295302136,-11.71869918699187,24.939620868465635,1.9547079443444408
1.8,-2.4,-0.72,20BA36977463,-36.86989764584405,-34.87360594795539,-13.495733280795811,-11.910780669144982,2.0095304646168044,1.5980747939349536
1.8,-2.4,-0.72,20BA369AFC6B,26.565051177078004,16.80532445923461,-15.020256666513818,-13.317803660565724,9.759726717843396,1.7285360231457298
1.8,-1.8,-0.72,20BA36977463,-45.0,-43.816822429906544,-15.793169048263962,-16.77570093457944,1.2878504672897195,0.9884621221903476
1.8,-1.8,-0.72,20BA369AFC6B,33.69006752597977,38.964646464646464,-18.408480170585843,-17.614478114478114,5.274578938666694,0.7940020561077287
1.8,-1.2,-0.72,20BA36977463,-56.30993247402022,-56.22953451043339,-18.408480170585843,-19.987158908507222,0.5715195784622554,1.5826127363539884
